"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Data_Point_A","Final_Score_A","Read1_Date_A","Read1_ID_A","Read1_Score_A","Read1_Cond_A","Read2_Date_A","Read2_ID_A","Read2_Score_A","Read2_Cond_A","Read3_Date_A","Read3_ID_A","Read3_Score_A","Read3_Cond_A","Read5_Date_A","Read5_ID_A","Read5_Score_A","Read5_Cond_A","Data_Point_B","Final_Score_B","Read1_Date_B","Read1_ID_B","Read1_Score_B","Read1_Cond_B","Read2_Date_B","Read2_ID_B","Read2_Score_B","Read2_Cond_B","Read3_Date_B","Read3_ID_B","Read3_Score_B","Read3_Cond_B","Read5_Date_B","Read5_ID_B","Read5_Score_B","Read5_Cond_B","Data_Point_C","Final_Score_C","Read1_Date_C","Read1_ID_C","Read1_Score_C","Read1_Cond_C","Read2_Date_C","Read2_ID_C","Read2_Score_C","Read2_Cond_C","Read3_Date_C","Read3_ID_C","Read3_Score_C","Read3_Cond_C","Read5_Date_C","Read5_ID_C","Read5_Score_C","Read5_Cond_C","Alert_Code_1","Alert_ReaderID_1","Alert_Code_2","Alert_ReaderID_2","prediction_A","prediction_B","prediction_C"
10,"AI-XC",20131218113507,1000,1000,"H","","N","F",395050,5,11064159,"Y",56274,"         This story is about  George Washinton  ,and im going to talk about him and his life.George Washinton livedat ferry farmland and worked there a farmer at the ageof 6 years old.Washinton 's father had moved to ferry farm land to have a better life . He had wanted to become a president became one.he had buildahouse for  him self . Washinton had rooms of clay pipes, kitchen, slave quarters, and a storage house . He had needed so help from other people. They had to work with a knife, trowel, wheelbarrow, skim shovel, pick and shovel , whisk and dustpan. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.09704762492312
11,"AI-XC",20131218113507,1000,1000,"W","","Y","F",395377,5,11064164,"Y",56274,"                               Plan           They have to know what place there are so post to be at. They have to know what languish the archeologists speak They have to find out what cads of food do they eat                                                                                                                                                                                                            Draft                                                        Digging for History Informational                                                                                         Performance Task                                                  They have to find out where they live. They have to see what part of the stat they live in. And what kind of  food they eat. What animal are there. What kind of clothes do they were. What kind of houses do they have.                                                                                                                                                                                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.507925396912592
12,"AI-XC",20131218113507,1000,1000,"W","","","M",395396,5,11064168,"Y",56274,"           Archeologists are people who visit important sites like Fort James. They look for artifacts that may be helpful for their research. They find items like armor, and weapons. They also found at Fort James the floors and buildings at the site of Fort James. The archeologists also used some of these items to help look for artifacts.            They used a pick and a shovel these tools were to help them dig down to the artifacts, They used a whisk and a dustpan these tools were to help to brush dirt off the artifacts to get a better look, They used a knife to help scrap the dirt off from around the artifacts, They used a wheelbarrow to help them to move items from one place to another and helped to move dirt from one place to another, They used a skim shovel to help them to remove a thin layer of dirt for each scoop, and the last item they used was a trowel this helped them so they could scrap and cut soil to look at the different layers of soil.            Other archeologists will dig up George Washington's past. What I mean by that is they dig up George Washington's childhood. George Washington lived at Ferry Farm as a boy so archeologists dig there. But no one knew where the house was exactly located. They started looking for the site in 2003.            It took over a year but they found it. That is a fact on what archeologists do for a living. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37454806444341,2.22721985573872,1.44674205951311
13,"AI-XC",20131218113507,1000,1000,"A","","","M",395449,5,11064170,"Y",56274,"  Report about archeologists       archeologist are scientist that study humans and there ways of living in what climate what house who was what happened to it what kind of house it was how they disposed trash what they ate.       they use computers to map out a 3D map of what it was like at that time with tale and stories that they heard.First they map it out then use a trowel to see what the dirt is like.then you use a shovel and a pickaxe to get to the lair where the artifacts are. at the lair you use a skim shovel to scoop up a thin lair of soil to fined a artifact.when they fined a artifact they use a whisk and Dustpan to clean it of. the parts that are stuck on the artifact or cant reach with a whisk you use a knife to scrape out the dirt that you cant reach and to get the dirt stuck on the artifacts.to Cary all the dirt that you dug up you use a wheelbarrow to Cary the dirt to some where else.       then they research about it and fined about what it was used for and what room it was in.             End of report         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30736955994693,1.34630613707385,0.496009217137318
14,"AI-XC",20131218113507,1000,1000,"W","N","N","M",395493,5,11064174,"Y",56274," WHAT TOOLS DO ARCHEOLOGISTS USE?           A archeologists job is to look and discover artifacts.they use tools to clean or find or carry them.The pick and shovel is so they can go into the earth and look for artifacts.The whisk and dustpan is to clear dirt off of artifacts and to clear dirt from the excavation site.The knife is  to scrape dirt from the artifacts.The wheelbarrow is to carry heavy things from one place to another.The skim shovel is to remove a thin layer of dirt.The trowel is the most used tool the trowel is to pick up different layers of dirt and examine it.               ARTIFACTS            Archeologists like to discover things from the past.Witch is why they look for these things called artifacts.Artifacts are old things from the past.Artifacts give hints if the thing there looking for is near.An archeologists job is to discover things from long ago.             WHAT DO ARCHEOLOGISTS LIKE TO DISCOVER?           Archeologists like to discover famous people or historic things around earth.   Such as past presidents, like George Washington ,and Aberham Licon and people like Martin Luther King. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99081786942051,1.82694065070202,1.2523491046616
15,"AI-XC",20131218113507,1000,1000,"H","","","F",396063,5,11064177,"Y",56274,"       In 1994 a group of people tried to find Fort James.Fort James was built by the river. They had added new thing to  protect enemies from there ships.Artifacts were found in 1861. they had made images of the area to. And they found fort James.They saw drawings and read stories about it to. Also they were ledges that were made for canons also they were sellers , burial sites, and buildingswith forts . they were  objects like potery, coins, and toys. James fort had struggled year with little food . These information  tells a lot about James Fort.         People had  lived in Fery farm over 12,000 years.George Washington father was Augustine Washington. George had moved away when he wasjust six years old.No one new were he exacty moved for surethey so they started to find artifacts in 2003.In aYear they finall foundit and they started to dig.The first thing they found was a kitchen , slave quarter , and astorge house. Then a few years later they had found a main farmhouse. Then they found  four othe houses on the ferry farm and one of them was Georges Washington farm house. In Washingtons farmhouse that thier was a fire in the house. And they suggested there was a fire. Washington had smoked clay pipes which might of start the fire which gives proof.               To find James Fort Rcheologist had found had uncovered armor weapons. A group had found the exact spot where the fort was. Then the groups had found the spot and built it again. The National Park Service studied it and  figured how to use the land. Then they tried to Find proof of James Fort. With all the studing of James Fort ythey finally found it.They at least find 1 million things in th fort. And then the archeologist  knew that they Powhatan tribe that they had attacked them . With all the information with the past and ties of the peaople who had started the colonies. And they're life style.              They were curios about what george did in his life. So in 2003 they had started diging and looked for clues. To try to learn about Gearge they had used 3D maps. And other teams had focused diging for answers. The group had started diging which were called Trowelling. they had found his farmhouse. And then they had  made it to a work shop.               A lot of aarcheologist use tools. These tools are Pick, shovel, whisk,dustpan, knife, wheelbarrow, skim shovel , and a trowel. The pick and the shovel were used to dig in the earth to find artifacts. Then the whisk and dustpan areto clear away dirt from the excavation site. Knifes are used to scrap of dirt from the artifacts. The wheel barrow is used tocarry the dirt. The skim shovel is used  to scoop soil with each scoop. And the trowel is use to view the layrs of soil. And those are the Tools used by the archeologist.                                      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37322446782919,2.48062587542516,1.07470258264263
16,"AI-XC",20131218113507,1000,1000,"W","N","N","F",396070,5,11064181,"Y",56274," The Day In a Life Of a Archeologist            Do you know what a Archeologist is?  Archeologists are people who find fosils and bones with teams using tools. Some tools an Archeologist might have are a pick and shovel, a wheelbarrow, trowl, and much more! Sometimes, it takes two weeks digging up a 25-square-foot section!            Some of the tools that Archeologists use are a Pick and Shovel, a Whisk and Dustpan, a Knife, a Wheelbarrow, a Skim Shovel and a trowl. I even went to the store and got to hold some of theese tools! the most common tool is the pick and shovel.            Another thing I learned about Archeology is it take a team. Sometimes it take two sets of eyes to find something. Some people even say is better with a team.            So you want to be an Archeologist? its a great job that make good money. Some people say that being an Archeologist is fun!     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78181764747945,1.49581728786571,1.101332915152
17,"AI-XC",20131218113507,1000,1000,"W","N","N","F",396341,5,11064184,"Y",56274,"                                        The Importance of Archeology                                                    by Kelsey Miller          Have you ever wondered what life would be like if we knew nothing about our history?  Without archeology we wouldn't know anything about our past. In 'Finding Fort James,' and 'Digging up George Washington's Past,' archeologists teach us about the history of Fort James, and about George Washington as a boy. Not only does it teach us about our history, but it's interesting!          In 'Finding Fort James,' archeologists are searching for Fort James to find out if it really was washed out by a river. In there journey they find out where the fort was and they also find out a lot about how people's daily lives went, and how people survived. Without archeology we would know nothing about this.          In 'Digging up George Washington's Past,' archeologists are trying to find out more about George Washington's life as a boy. They believe that the stone base of George's house is still there. They use a high tech computer to track what is underground.                     Technology also helps archeologists find out about the past. People use analyzers and metal detectors to find things and figure out what things are.Thank goodness for technology.            As you can see the job of an archeologist is very important. without archeology there would be lots of trouble with finding out things like the problems  people had in the past and how do we prevent them.          In conclusion, without archeology we would know nothing about our past...Or anyone's past. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42937701864125,2.06744286873266,1.77567198218214
18,"AI-XC",20131218113507,1000,1000,"H","N","Y","F",396408,5,11064188,"Y",56274," ?              Learning About Digging Up History            This is what I have learned about George and is that well for starters he both worked really hard.    I would like to mention that he will never give up and not just for selfish reasons, but for people, the city, the (I might be exaggerating but) the world. Washington work very hard each and every day. That's exactly what citizens  need.A hero.            George Washington was a soldier and a great president. When Washington was a little boy about the age of six he moved to Ferry Farm. Though no one exactly new where he lived , archeologist thought the stone base under the house was still there. So they worked, worked, and worked ... and they have finally found the proof.  Mr.Washington smoked clay pipes, he does more like a hobby thing though.                                        Finding the Evidence            Archeologist work in many different orders to find proof. Some archeologist use three demential / 3D to track what is under ground. Though it will be easier using technology some scientist just do the actual digging process. Mentioning that Washington's events had hundred of years ago you ant take a quick guess that most of researh has been found from under ground.                                                            Ending Sentence For Today                         That is what I have learned through out the day and year the end. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10812419313783,1.85709151209796,1.53943591757213
19,"AI-XC",20131218113507,1000,1000,"NR","","","F",396585,5,11064191,"Y",56274,"        Archeologists have a vey important job. They study ancient  things from the past like dinosuars.               Archeologists can start groups likethe Jamestown Rediscovery Archaeological Project this project was designed to discover the secrets of the James Fort in Jamestown, Virginia. For over 200 years, people thought thta the fort had been washed away by a river. Some discoveries in the area hinted that it might still be around.                   Archeologists also dig up things from the past, like a stone base. Archeologists believe that there was a stone base under George Washington's house!  George Washington grew up in his childhood home in Ferry Farm They started digging in 2003. It took them over a year to finish, however, when they finished the found a kitchen, slave quarters, and storage houses. The found  the main farmhouse a few years later.                    An archeologist is a type of scientist that studies the past. Archeologist might just be still discovering the Underground Railroad or dinosuar bones. Without Archeologist we would probably know little abot George Washington or little about James Fort. Archeologist play a big part in learning. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88334145560551,1.77128652813493,1.54248940592976
20,"AI-XC",20131218113507,1000,1000,"W","Y","","M",396798,5,11064194,"Y",56274," get a job and do the hitory ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
21,"AI-XC",20131218113507,1000,1000,"H","N","N","M",396849,5,11064197,"Y",56274,"     If i were a archeoligist i would do a experement on a dog like to put a dog into like a super dog that helps people.To help like people that are hurt to bark as loud as i can so every body can here it .And I would put a potion that when somebody hurts the dog yhe dog gets super angery .Then I would put all super man powers  on the dog and then I would put a cape in the back it says S.NEXT I would take it on a test and grade the test scores.I would be amazed if the test scores got good gradesand I will give the dog a treat if it passed.Then the dog will rest and let it get water and dog food and give the dog some goodies.Ilove my three pitbulls alot.       Then I could go and make it a awsome police dog and it will hunt down crimanals and sniff the cloths of the the crimanal and smell bombs.Next I give one goodie.The dog is named srapy I got him from his mom and scrapies mom is named choo cha and the father is named smoke and scrapy and his mom are beige and the father is black.They are a big family and they all love to play frisby and take a shower when there dirty ya.But there kind of mean when there eating cause I each give them a bowl they wont eat that gives me on my nerves.         Then I would put a potion that they come faster and that they can run like flash.I was hopping that it will work and so I grabed my dog srapy and it worked so he was running alot faster.So my potion worked and he was like speed and I just saw smoke out of its legs.But my dog had a race that my friends dog was a other pitbull and he said,if you win I ow you 10 dollors and if I win you have to give me 10 dollors and so we raced and I won and I said,man I won pay up and I said no give me 10 bucks.     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31022624336669,1.34727795740507,0
22,"AI-XC",20131218113507,1000,1000,"NR","","","M",396898,5,11064199,"Y",56274," archoligy is my subjuct.  archoigy is a form to see what was in the past from long ago.  archoligest have to do a slow prasest to figer out if it was true and to see if its right. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0432606339420263
